method,method_label,candidate_budget,metric,equal_direction_group_macro_mean,group_clustered_bootstrap_ci95_low,group_clustered_bootstrap_ci95_high,n_query_groups,cluster_semantics
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,rounds_used,1.0,1.0,1.0,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,valid_cfe_yield_at_k,0.698,0.6487125,0.7530374999999999,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,coverage_at_1,0.815,0.775,0.8702499999999999,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,full_k_success,0.58,0.52,0.627625,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,robust_completeness_at_k,0.6839999999999999,0.6381875,0.7340249999999999,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,robust_full_k_success,0.49,0.42,0.5426249999999999,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,proximity,0.11711298707252127,0.11230680718951683,0.12282214673535141,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,sparsity,0.5414570352874088,0.5241481818311912,0.5599117264645307,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,group_sparsity,0.5414570352874088,0.5245230275237037,0.5571235734320037,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,diversity,0.06360998985529247,0.060509316375391704,0.06741691985990525,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,plausibility,0.3650264726385293,0.3528309259673047,0.3767370848434687,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,plausibility_distance,0.3650264726385293,0.3527874634058399,0.37834345372638023,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,plausibility_inlier_rate,0.45635792411473675,0.404531577295901,0.505673391192566,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,target_data_support,0.536982468482392,0.5232501669133157,0.55014446339875,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,local_surrogate_fidelity,0.9186237506704914,0.9114771537247425,0.9249978849632741,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,fidelity,0.9186237506704914,0.9103497828352257,0.9274403526876563,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,changed_set_dice,0.9951313321481432,0.9942803280519864,0.9957111766881418,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,constraint_validity,1.0,1.0,1.0,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,mean_target_logit_margin,0.49624394018326207,0.44829675870738234,0.5372871279358049,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,generation_time_to_k_or_cap_seconds,0.0469015162150572,0.04532776594039797,0.048856492929216525,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,candidate_evaluations,256.0,256.0,256.0,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,256,rounds_used,2.0,2.0,2.0,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,valid_cfe_yield_at_k,0.757,0.7141624999999999,0.8087875000000001,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,coverage_at_1,0.8300000000000001,0.777375,0.8802499999999999,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,full_k_success,0.715,0.6673749999999999,0.77,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,robust_completeness_at_k,0.7355,0.6850625,0.7902625,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,robust_full_k_success,0.57,0.515,0.635,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,proximity,0.10620814372451629,0.10039993827401333,0.11233445695652984,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,sparsity,0.6157339474089609,0.5969110580763624,0.6427534929155811,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,group_sparsity,0.6157339474089609,0.5904950085247871,0.6376115587176372,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,diversity,0.06512290177810093,0.062051241880259074,0.0683377741985929,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,plausibility,0.3482811644954136,0.3333461672795331,0.36311056787026275,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,plausibility_distance,0.3482811644954136,0.33333132955066064,0.36389979576126147,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,plausibility_inlier_rate,0.5656589674707218,0.5134341704718417,0.6174451026052883,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,target_data_support,0.534104889562247,0.5224633329592455,0.5472879880385404,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,local_surrogate_fidelity,0.913209193369036,0.9052268360069455,0.9230400144892464,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,fidelity,0.913209193369036,0.9043385874567018,0.9207235635431918,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,changed_set_dice,0.9909179640849142,0.9897410714481146,0.9920912338871489,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,constraint_validity,1.0,1.0,1.0,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,mean_target_logit_margin,0.39268648771917297,0.3622855524931008,0.42305600610031463,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,generation_time_to_k_or_cap_seconds,0.11387127643502482,0.1087549861440358,0.11916565662704,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,candidate_evaluations,512.0,512.0,512.0,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,512,rounds_used,4.0,4.0,4.0,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,valid_cfe_yield_at_k,0.7874999999999999,0.7389749999999999,0.8377625,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,coverage_at_1,0.85,0.81,0.8976249999999999,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,full_k_success,0.75,0.6897500000000001,0.8049999999999999,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,robust_completeness_at_k,0.7585,0.71485,0.8048125,200,unique factual feature group
