direction,method,method_family,cfe_logit,plaintext_logit_recomputed,he_logit,abs_logit_error,label_agreement
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,0.1121254190802574,0.1121253921986952,0.1123925846053389,0.00026719240664369037,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,-0.1121271550655365,-0.11212712954385928,-0.11183768414629494,0.00028944539756434184,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,-0.1121271550655365,-0.11212712954385928,-0.11183133694669833,0.00029579259716094874,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,-0.1121271550655365,-0.11212712954385928,-0.11184520675668748,0.00028192278717180386,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,-0.1121271550655365,-0.11212712954385928,-0.1118163864674693,0.0003107430763899799,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,-0.1121271550655365,-0.11212712954385928,-0.11177852945127681,0.00034860009258247393,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,-0.1121337413787841,-0.11213370321071342,-0.1118277516780913,0.0003059515326221257,True
disease_to_no_disease,genetic_cfe,Baseline,-0.1121372878551483,-0.11213726873998026,-0.1119654554490554,0.00017181329092486042,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,-0.1121467053890228,-0.11214667531001937,-0.11198009329598672,0.0001665820140326485,True
disease_to_no_disease,genetic_cfe,Baseline,-0.1121622323989868,-0.11216215515617728,-0.1120841586423741,7.79965138031774e-05,True
no_disease_to_disease,proposed_countergan,Non-DP CounterGAN,0.1121723130345344,0.11217228992008026,0.11252649729229043,0.0003542073722101746,True
no_disease_to_disease,dice_gradient_style,Baseline,0.1121875196695327,0.11218747211505257,0.11246533461666428,0.00027786250161170034,True
disease_to_no_disease,uniform_random,Baseline,-0.1121968030929565,-0.11219670497132722,-0.11245716946648991,0.00026046449516269055,True
